PDF_URL,Local_File_Path
https://sdgs.un.org/sites/default/files/vlrs/2022-03/winnipeg_voluntary_local_review_of_progress_2021.pdf,precompute-data/download_vlr_pdfs/downloads/fd23efef/winnipeg_voluntary_local_review_of_progress_2021.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-04/barcelona_vlr_2021_catalan.pdf,precompute-data/download_vlr_pdfs/downloads/0be6816b/barcelona_vlr_2021_catalan.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-04/barcelona_vlr_2021_eng.pdf,precompute-data/download_vlr_pdfs/downloads/aa124ff7/barcelona_vlr_2021_eng.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-04/barcelona_vlr_2021_spanish.pdf,precompute-data/download_vlr_pdfs/downloads/2fc6f871/barcelona_vlr_2021_spanish.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-04/basque_2030_agenda_monitoring_report.pdf,precompute-data/download_vlr_pdfs/downloads/3e29cae7/basque_2030_agenda_monitoring_report.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-04/basque_agenda_2030_informe_seguimiento_2021.pdf,precompute-data/download_vlr_pdfs/downloads/83c2bc90/basque_agenda_2030_informe_seguimiento_2021.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-04/cape_town_vlr_2021.pdf,precompute-data/download_vlr_pdfs/downloads/07fa2b60/cape_town_vlr_2021.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-04/tokyo_sustainability_action.pdf,precompute-data/download_vlr_pdfs/downloads/0063cd70/tokyo_sustainability_action.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-05/2021_vlr_stuttgart_a_livable_city.pdf,precompute-data/download_vlr_pdfs/downloads/29062940/2021_vlr_stuttgart_a_livable_city.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-06/tampere_fi_vlr_city_of_sustainable_action_2022.pdf,precompute-data/download_vlr_pdfs/downloads/a1e7c715/tampere_fi_vlr_city_of_sustainable_action_2022.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/2018_suwon_voluntaryreport_goal11.pdf,precompute-data/download_vlr_pdfs/downloads/093b9241/2018_suwon_voluntaryreport_goal11.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/2020_dangjin_vlr.pdf,precompute-data/download_vlr_pdfs/downloads/cf2cd7ba/2020_dangjin_vlr.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/2021_seodaemun-gu_sustainable_development_report.pdf,precompute-data/download_vlr_pdfs/downloads/1312cca1/2021_seodaemun-gu_sustainable_development_report.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/2021suwonsdgsactionreport_0.pdf,precompute-data/download_vlr_pdfs/downloads/6c39af5d/2021suwonsdgsactionreport_0.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/informe_voluntario_local_cordoba_2022-arg_baja.pdf,precompute-data/download_vlr_pdfs/downloads/a4680f45/informe_voluntario_local_cordoba_2022-arg_baja.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/lombardy_voluntary-local-review-rl-eng-high-quality_english.pdf,precompute-data/download_vlr_pdfs/downloads/9a386545/lombardy_voluntary-local-review-rl-eng-high-quality_english.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/lombardy_voluntary-local-review-rl-ita-high-quality_italian.pdf,precompute-data/download_vlr_pdfs/downloads/ec731ccb/lombardy_voluntary-local-review-rl-ita-high-quality_italian.pdf
https://sdgs.un.org/sites/default/files/vlrs/2022-07/toyota_city_vlr_2022.pdf,precompute-data/download_vlr_pdfs/downloads/5e2f5e8c/toyota_city_vlr_2022.pdf
